xy,danger,danger_rank,center,위도,경도
"['127.10275381857394', '37.265565385072556', '127.10264179695977', '37.26805852310639']",5.87,3,"[37.266811954089476, 127.10269780776686]",37.266811954089476,127.10269780776686
"['127.10414949413683', '37.26363986974676', '127.10269133035273', '37.264915459421154']",6.12,3,"[37.26427766458396, 127.10342041224479]",37.26427766458396,127.10342041224479
"['127.10010791745822', '37.26959997191051', '127.10077683230813', '37.268988839181766']",6.22,3,"[37.269294405546134, 127.10044237488317]",37.269294405546134,127.10044237488317
"['127.10269133035273', '37.264915459421154', '127.10275381857394', '37.265565385072556']",9.48,3,"[37.265240422246855, 127.10272257446334]",37.265240422246855,127.10272257446334
"['127.10077683230813', '37.268988839181766', '127.10188504277556', '37.26782182055542']",9.86,3,"[37.26840532986859, 127.10133093754185]",37.26840532986859,127.10133093754185
"['127.09494816262333', '37.270957285395355', '127.0927046705244', '37.271139680220806']",17.68,4,"[37.271048482808084, 127.09382641657386]",37.271048482808084,127.09382641657386
"['127.09649596641901', '37.270961845363836', '127.09494816262333', '37.270957285395355']",18.73,4,"[37.2709595653796, 127.09572206452117]",37.2709595653796,127.09572206452117
"['127.10228201237645', '37.267476142847826', '127.1044126637777', '37.26689855183951']",19.18,4,"[37.267187347343665, 127.10334733807707]",37.267187347343665,127.10334733807707
"['127.10065915188764', '37.26926299927233', '127.1003218515276', '37.269570439580406']",38.62,4,"[37.26941671942637, 127.10049050170761]",37.26941671942637,127.10049050170761
"['127.10233017536363', '37.26839179476276', '127.1001691844027', '37.27031474005627']",39.83,4,"[37.269353267409514, 127.10124967988317]",37.269353267409514,127.10124967988317
"['127.1003218515276', '37.269570439580406', '127.1000998169364', '37.26977446886606']",57.93,4,"[37.26967245422323, 127.100210834232]",37.26967245422323,127.100210834232
"['127.09989126240444', '37.269807681648565', '127.10010791745822', '37.26959997191051']",224.01,4,"[37.26970382677953, 127.09999958993133]",37.26970382677953,127.09999958993133
"['127.10511983930022', '37.266662346704074', '127.10537454297099', '37.266484338749024']",394.94,4,"[37.266573342726545, 127.1052471911356]",37.266573342726545,127.1052471911356
"['127.10269133035273', '37.264915459421154', '127.10275381857394', '37.265565385072556']",9.48,3,"[37.265240422246855, 127.10272257446334]",37.265240422246855,127.10272257446334
"['127.10077683230813', '37.268988839181766', '127.10188504277556', '37.26782182055542']",9.86,3,"[37.26840532986859, 127.10133093754185]",37.26840532986859,127.10133093754185
"['127.09494816262333', '37.270957285395355', '127.0927046705244', '37.271139680220806']",17.68,4,"[37.271048482808084, 127.09382641657386]",37.271048482808084,127.09382641657386
"['127.09649596641901', '37.270961845363836', '127.09494816262333', '37.270957285395355']",18.73,4,"[37.2709595653796, 127.09572206452117]",37.2709595653796,127.09572206452117
"['127.10228201237645', '37.267476142847826', '127.1044126637777', '37.26689855183951']",19.18,4,"[37.267187347343665, 127.10334733807707]",37.267187347343665,127.10334733807707
"['127.10065915188764', '37.26926299927233', '127.1003218515276', '37.269570439580406']",38.62,4,"[37.26941671942637, 127.10049050170761]",37.26941671942637,127.10049050170761
"['127.10233017536363', '37.26839179476276', '127.1001691844027', '37.27031474005627']",39.83,4,"[37.269353267409514, 127.10124967988317]",37.269353267409514,127.10124967988317
"['127.1003218515276', '37.269570439580406', '127.1000998169364', '37.26977446886606']",57.93,4,"[37.26967245422323, 127.100210834232]",37.26967245422323,127.100210834232
"['127.09989126240444', '37.269807681648565', '127.10010791745822', '37.26959997191051']",224.01,4,"[37.26970382677953, 127.09999958993133]",37.26970382677953,127.09999958993133
"['127.10511983930022', '37.266662346704074', '127.10537454297099', '37.266484338749024']",394.26,4,"[37.266573342726545, 127.1052471911356]",37.266573342726545,127.1052471911356
"['127.10275381857394', '37.265565385072556', '127.10264179695977', '37.26805852310639']",5.87,3,"[37.266811954089476, 127.10269780776686]",37.266811954089476,127.10269780776686
"['127.10414949413683', '37.26363986974676', '127.10269133035273', '37.264915459421154']",6.12,3,"[37.26427766458396, 127.10342041224479]",37.26427766458396,127.10342041224479
"['127.10010791745822', '37.26959997191051', '127.10077683230813', '37.268988839181766']",6.22,3,"[37.269294405546134, 127.10044237488317]",37.269294405546134,127.10044237488317
"['127.10269133035273', '37.264915459421154', '127.10275381857394', '37.265565385072556']",9.48,4,"[37.265240422246855, 127.10272257446334]",37.265240422246855,127.10272257446334
"['127.10077683230813', '37.268988839181766', '127.10188504277556', '37.26782182055542']",9.86,4,"[37.26840532986859, 127.10133093754185]",37.26840532986859,127.10133093754185
"['127.09494816262333', '37.270957285395355', '127.0927046705244', '37.271139680220806']",17.68,4,"[37.271048482808084, 127.09382641657386]",37.271048482808084,127.09382641657386
"['127.09649596641901', '37.270961845363836', '127.09494816262333', '37.270957285395355']",18.73,4,"[37.2709595653796, 127.09572206452117]",37.2709595653796,127.09572206452117
"['127.10228201237645', '37.267476142847826', '127.1044126637777', '37.26689855183951']",19.18,4,"[37.267187347343665, 127.10334733807707]",37.267187347343665,127.10334733807707
"['127.10065915188764', '37.26926299927233', '127.1003218515276', '37.269570439580406']",38.62,4,"[37.26941671942637, 127.10049050170761]",37.26941671942637,127.10049050170761
"['127.10233017536363', '37.26839179476276', '127.1001691844027', '37.27031474005627']",39.83,4,"[37.269353267409514, 127.10124967988317]",37.269353267409514,127.10124967988317
"['127.1003218515276', '37.269570439580406', '127.1000998169364', '37.26977446886606']",57.93,4,"[37.26967245422323, 127.100210834232]",37.26967245422323,127.100210834232
"['127.09989126240444', '37.269807681648565', '127.10010791745822', '37.26959997191051']",224.01,4,"[37.26970382677953, 127.09999958993133]",37.26970382677953,127.09999958993133
"['127.10511983930022', '37.266662346704074', '127.10537454297099', '37.266484338749024']",355.69,4,"[37.266573342726545, 127.1052471911356]",37.266573342726545,127.1052471911356
"['127.10388395005063', '37.270315000868166', '127.10387208064685', '37.27211775267653']",8.5,3,"[37.271216376772344, 127.10387801534874]",37.271216376772344,127.10387801534874
"['127.10390370172244', '37.26691523632989', '127.10389446401325', '37.2687179947171']",11.64,3,"[37.2678166155235, 127.10389908286785]",37.2678166155235,127.10389908286785
"['127.10386021028653', '37.273920503931436', '127.10384833896958', '37.27572325463284']",12.2,4,"[37.274821879282136, 127.10385427462805]",37.274821879282136,127.10385427462805
"['127.1038265433695', '37.279032704376554', '127.10381466933926', '37.28083545350831']",12.51,4,"[37.27993407894243, 127.10382060635438]",37.27993407894243,127.10382060635438
"['127.1038048649001', '37.282638199040335', '127.10382504837683', '37.28444089990384']",71.49,4,"[37.28353954947209, 127.10381495663847]",37.28353954947209,127.10381495663847
"['127.10381466933926', '37.28083545350831', '127.1038048649001', '37.282638199040335']",6.48,3,"[37.281736826274326, 127.10380976711969]",37.281736826274326,127.10380976711969
"['127.10388395005063', '37.270315000868166', '127.10387208064685', '37.27211775267653']",8.5,3,"[37.271216376772344, 127.10387801534874]",37.271216376772344,127.10387801534874
"['127.10390370172244', '37.26691523632989', '127.10389446401325', '37.2687179947171']",11.64,4,"[37.2678166155235, 127.10389908286785]",37.2678166155235,127.10389908286785
"['127.10386021028653', '37.273920503931436', '127.10384833896958', '37.27572325463284']",12.2,4,"[37.274821879282136, 127.10385427462805]",37.274821879282136,127.10385427462805
"['127.1038265433695', '37.279032704376554', '127.10381466933926', '37.28083545350831']",12.51,4,"[37.27993407894243, 127.10382060635438]",37.27993407894243,127.10382060635438
"['127.1038048649001', '37.282638199040335', '127.10382504837683', '37.28444089990384']",71.49,4,"[37.28353954947209, 127.10381495663847]",37.28353954947209,127.10381495663847
"['127.10388395005063', '37.270315000868166', '127.10387208064685', '37.27211775267653']",8.5,3,"[37.271216376772344, 127.10387801534874]",37.271216376772344,127.10387801534874
"['127.10390370172244', '37.26691523632989', '127.10389446401325', '37.2687179947171']",11.64,4,"[37.2678166155235, 127.10389908286785]",37.2678166155235,127.10389908286785
"['127.10386021028653', '37.273920503931436', '127.10384833896958', '37.27572325463284']",12.2,4,"[37.274821879282136, 127.10385427462805]",37.274821879282136,127.10385427462805
"['127.1038265433695', '37.279032704376554', '127.10381466933926', '37.28083545350831']",12.51,4,"[37.27993407894243, 127.10382060635438]",37.27993407894243,127.10382060635438
"['127.1038048649001', '37.282638199040335', '127.10382504837683', '37.28444089990384']",71.49,4,"[37.28353954947209, 127.10381495663847]",37.28353954947209,127.10381495663847
"['127.10381466933926', '37.28083545350831', '127.1038048649001', '37.282638199040335']",6.48,3,"[37.281736826274326, 127.10380976711969]",37.281736826274326,127.10380976711969
"['127.10388395005063', '37.270315000868166', '127.10387208064685', '37.27211775267653']",8.5,4,"[37.271216376772344, 127.10387801534874]",37.271216376772344,127.10387801534874
"['127.10390370172244', '37.26691523632989', '127.10389446401325', '37.2687179947171']",11.64,4,"[37.2678166155235, 127.10389908286785]",37.2678166155235,127.10389908286785
"['127.10386021028653', '37.273920503931436', '127.10384833896958', '37.27572325463284']",12.2,4,"[37.274821879282136, 127.10385427462805]",37.274821879282136,127.10385427462805
"['127.1038265433695', '37.279032704376554', '127.10381466933926', '37.28083545350831']",12.51,4,"[37.27993407894243, 127.10382060635438]",37.27993407894243,127.10382060635438
"['127.1038048649001', '37.282638199040335', '127.10382504837683', '37.28444089990384']",71.49,4,"[37.28353954947209, 127.10381495663847]",37.28353954947209,127.10381495663847
"['127.10367318357032', '37.27390481922763', '127.10368153756886', '37.27210205539721']",39.25,4,"[37.273003437312425, 127.10367736056959]",37.273003437312425,127.10367736056959
"['127.10368153756886', '37.27210205539721', '127.10368989077837', '37.270299291014894']",88.28,4,"[37.27120067320605, 127.10368571417362]",37.27120067320605,127.10368571417362
"['127.10359951774282', '37.28444055597987', '127.10363270245242', '37.28263808492333']",6.77,3,"[37.283539320451595, 127.10361611009762]",37.283539320451595,127.10361611009762
"['127.10367318357032', '37.27390481922763', '127.10368153756886', '37.27210205539721']",39.25,4,"[37.273003437312425, 127.10367736056959]",37.273003437312425,127.10367736056959
"['127.10368153756886', '37.27210205539721', '127.10368989077837', '37.270299291014894']",88.28,4,"[37.27120067320605, 127.10368571417362]",37.27120067320605,127.10368571417362
"['127.10367318357032', '37.27390481922763', '127.10368153756886', '37.27210205539721']",39.25,4,"[37.273003437312425, 127.10367736056959]",37.273003437312425,127.10367736056959
"['127.10368153756886', '37.27210205539721', '127.10368989077837', '37.270299291014894']",88.28,4,"[37.27120067320605, 127.10368571417362]",37.27120067320605,127.10368571417362
"['127.10359951774282', '37.28444055597987', '127.10363270245242', '37.28263808492333']",6.77,3,"[37.283539320451595, 127.10361611009762]",37.283539320451595,127.10361611009762
"['127.10367318357032', '37.27390481922763', '127.10368153756886', '37.27210205539721']",39.25,4,"[37.273003437312425, 127.10367736056959]",37.273003437312425,127.10367736056959
"['127.10368153756886', '37.27210205539721', '127.10368989077837', '37.270299291014894']",88.28,4,"[37.27120067320605, 127.10368571417362]",37.27120067320605,127.10368571417362
"['127.10380084686949', '37.29145468771642', '127.10378900524316', '37.29325743320539']",17.12,4,"[37.292356060460904, 127.10379492605632]",37.292356060460904,127.10379492605632
"['127.10380084686949', '37.29145468771642', '127.10378900524316', '37.29325743320539']",17.12,4,"[37.292356060460904, 127.10379492605632]",37.292356060460904,127.10379492605632
"['127.10380084686949', '37.29145468771642', '127.10378900524316', '37.29325743320539']",17.12,4,"[37.292356060460904, 127.10379492605632]",37.292356060460904,127.10379492605632
"['127.10380084686949', '37.29145468771642', '127.10378900524316', '37.29325743320539']",17.12,4,"[37.292356060460904, 127.10379492605632]",37.292356060460904,127.10379492605632
"['127.10343625206202', '37.358148007804445', '127.10342514662112', '37.35995073595125']",8.75,3,"[37.359049371877845, 127.10343069934157]",37.359049371877845,127.10343069934157
"['127.10364265559153', '37.32852855856061', '127.10362185270252', '37.33033124101654']",9.77,3,"[37.32942989978858, 127.10363225414702]",37.32942989978858,127.10363225414702
"['127.1045852653538', '37.33213709325573', '127.10459438502367', '37.332407409688514']",13.33,4,"[37.33227225147212, 127.10458982518874]",37.33227225147212,127.10458982518874
"['127.10345418509905', '37.354170684266094', '127.10344735658076', '37.35634527910408']",13.46,4,"[37.355257981685085, 127.10345077083991]",37.355257981685085,127.10345077083991
"['127.10341517377263', '37.36466386899388', '127.10341425646959', '37.366466616799286']",20.33,4,"[37.36556524289658, 127.10341471512112]",37.36556524289658,127.10341471512112
"['127.1037774538988', '37.295254586784765', '127.10376779370647', '37.29705733796523']",20.58,4,"[37.296155962374996, 127.10377262380263]",37.296155962374996,127.10377262380263
"['127.10346401647725', '37.348762444782736', '127.10345805559461', '37.3505651816255']",25.08,4,"[37.34966381320412, 127.10346103603592]",37.34966381320412,127.10346103603592
"['127.10341333873168', '37.36826936405492', '127.10341393629064', '37.370072109297915']",27.19,4,"[37.369170736676416, 127.10341363751115]",37.369170736676416,127.10341363751115
"['127.10459774220247', '37.33267781089362', '127.10448868961836', '37.33315070731229']",31.96,4,"[37.33291425910296, 127.10454321591041]",37.33291425910296,127.10454321591041
"['127.10336342471572', '37.37680385908126', '127.10331126136167', '37.378606115855455']",5.54,3,"[37.377704987468356, 127.1033373430387]",37.377704987468356,127.1033373430387
"['127.10362379357227', '37.32358478062628', '127.10363365392112', '37.3254116311145']",5.56,3,"[37.324498205870384, 127.1036287237467]",37.324498205870384,127.1036287237467
