xy,danger,danger_rank,center,위도,경도
"['128.28755357770515', '36.148758829189156', '128.2856705407027', '36.14971704350448']",7.2,3,"[36.14923793634682, 128.28661205920395]",36.14923793634682,128.28661205920395
"['128.27691175883865', '36.15410905539829', '128.27968457436893', '36.15263188118204']",16.86,4,"[36.15337046829016, 128.2782981666038]",36.15337046829016,128.2782981666038
"['128.2796849245267', '36.15263216063521', '128.28154621960772', '36.15164611021161']",25.0,4,"[36.15213913542341, 128.2806155720672]",36.15213913542341,128.2806155720672
"['128.27477597180317', '36.15524892351182', '128.2750545569363', '36.1551002468259']",26.26,4,"[36.155174585168865, 128.27491526436972]",36.155174585168865,128.27491526436972
"['128.27980849948733', '36.15279786020922', '128.27793077628684', '36.15376324698859']",6.01,3,"[36.153280553598904, 128.27886963788708]",36.153280553598904,128.27886963788708
"['128.28755357770515', '36.148758829189156', '128.2856705407027', '36.14971704350448']",7.2,3,"[36.14923793634682, 128.28661205920395]",36.14923793634682,128.28661205920395
"['128.27691175883865', '36.15410905539829', '128.27968457436893', '36.15263188118204']",16.86,4,"[36.15337046829016, 128.2782981666038]",36.15337046829016,128.2782981666038
"['128.2796849245267', '36.15263216063521', '128.28154621960772', '36.15164611021161']",25.0,4,"[36.15213913542341, 128.2806155720672]",36.15213913542341,128.2806155720672
"['128.27477597180317', '36.15524892351182', '128.2750545569363', '36.1551002468259']",26.26,4,"[36.155174585168865, 128.27491526436972]",36.155174585168865,128.27491526436972
"['128.28755357770515', '36.148758829189156', '128.2856705407027', '36.14971704350448']",7.2,3,"[36.14923793634682, 128.28661205920395]",36.14923793634682,128.28661205920395
"['128.27691175883865', '36.15410905539829', '128.27968457436893', '36.15263188118204']",16.86,4,"[36.15337046829016, 128.2782981666038]",36.15337046829016,128.2782981666038
"['128.2796849245267', '36.15263216063521', '128.28154621960772', '36.15164611021161']",25.0,4,"[36.15213913542341, 128.2806155720672]",36.15213913542341,128.2806155720672
"['128.27477597180317', '36.15524892351182', '128.2750545569363', '36.1551002468259']",26.26,4,"[36.155174585168865, 128.27491526436972]",36.155174585168865,128.27491526436972
"['128.27980849948733', '36.15279786020922', '128.27793077628684', '36.15376324698859']",6.01,3,"[36.153280553598904, 128.27886963788708]",36.153280553598904,128.27886963788708
"['128.28755357770515', '36.148758829189156', '128.2856705407027', '36.14971704350448']",7.2,4,"[36.14923793634682, 128.28661205920395]",36.14923793634682,128.28661205920395
"['128.27691175883865', '36.15410905539829', '128.27968457436893', '36.15263188118204']",16.86,4,"[36.15337046829016, 128.2782981666038]",36.15337046829016,128.2782981666038
"['128.2796849245267', '36.15263216063521', '128.28154621960772', '36.15164611021161']",25.0,4,"[36.15213913542341, 128.2806155720672]",36.15213913542341,128.2806155720672
"['128.27477597180317', '36.15524892351182', '128.2750545569363', '36.1551002468259']",26.26,4,"[36.155174585168865, 128.27491526436972]",36.155174585168865,128.27491526436972
"['128.55027198750852', '35.897481992162206', '128.5481246012269', '35.89703692917296']",8.15,3,"[35.897259460667584, 128.54919829436773]",35.897259460667584,128.54919829436773
"['128.53833232466317', '35.895018214990934', '128.53621480158057', '35.89448780414518']",11.28,3,"[35.894753009568056, 128.53727356312186]",35.894753009568056,128.53727356312186
"['128.58089141112865', '35.90914180517059', '128.579062415107', '35.90877710000175']",17.77,4,"[35.908959452586174, 128.57997691311783]",35.908959452586174,128.57997691311783
"['128.54652498715865', '35.89670499242257', '128.54438186843217', '35.89624675559232']",25.0,4,"[35.89647587400745, 128.5454534277954]",35.89647587400745,128.5454534277954
"['128.5481246012269', '35.89703692917296', '128.54652498715865', '35.89670499242257']",65.37,4,"[35.89687096079777, 128.54732479419278]",35.89687096079777,128.54732479419278
"['128.56463018034182', '35.90546453544482', '128.56254546497638', '35.90485325750382']",5.29,3,"[35.90515889647432, 128.5635878226591]",35.90515889647432,128.5635878226591
"['128.579062415107', '35.90877710000175', '128.5769239867912', '35.90835099223118']",6.13,3,"[35.90856404611647, 128.5779932009491]",35.90856404611647,128.5779932009491
"['128.55027198750852', '35.897481992162206', '128.5481246012269', '35.89703692917296']",8.15,3,"[35.897259460667584, 128.54919829436773]",35.897259460667584,128.54919829436773
"['128.53833232466317', '35.895018214990934', '128.53621480158057', '35.89448780414518']",11.28,4,"[35.894753009568056, 128.53727356312186]",35.894753009568056,128.53727356312186
"['128.58089141112865', '35.90914180517059', '128.579062415107', '35.90877710000175']",17.77,4,"[35.908959452586174, 128.57997691311783]",35.908959452586174,128.57997691311783
"['128.54652498715865', '35.89670499242257', '128.54438186843217', '35.89624675559232']",25.0,4,"[35.89647587400745, 128.5454534277954]",35.89647587400745,128.5454534277954
"['128.5481246012269', '35.89703692917296', '128.54652498715865', '35.89670499242257']",65.37,4,"[35.89687096079777, 128.54732479419278]",35.89687096079777,128.54732479419278
"['128.55027198750852', '35.897481992162206', '128.5481246012269', '35.89703692917296']",8.15,3,"[35.897259460667584, 128.54919829436773]",35.897259460667584,128.54919829436773
"['128.53833232466317', '35.895018214990934', '128.53621480158057', '35.89448780414518']",11.28,4,"[35.894753009568056, 128.53727356312186]",35.894753009568056,128.53727356312186
"['128.58089141112865', '35.90914180517059', '128.579062415107', '35.90877710000175']",17.77,4,"[35.908959452586174, 128.57997691311783]",35.908959452586174,128.57997691311783
"['128.54652498715865', '35.89670499242257', '128.54438186843217', '35.89624675559232']",25.0,4,"[35.89647587400745, 128.5454534277954]",35.89647587400745,128.5454534277954
"['128.5481246012269', '35.89703692917296', '128.54652498715865', '35.89670499242257']",65.37,4,"[35.89687096079777, 128.54732479419278]",35.89687096079777,128.54732479419278
"['128.56463018034182', '35.90546453544482', '128.56254546497638', '35.90485325750382']",5.29,3,"[35.90515889647432, 128.5635878226591]",35.90515889647432,128.5635878226591
"['128.579062415107', '35.90877710000175', '128.5769239867912', '35.90835099223118']",6.13,3,"[35.90856404611647, 128.5779932009491]",35.90856404611647,128.5779932009491
"['128.55027198750852', '35.897481992162206', '128.5481246012269', '35.89703692917296']",8.15,4,"[35.897259460667584, 128.54919829436773]",35.897259460667584,128.54919829436773
"['128.53833232466317', '35.895018214990934', '128.53621480158057', '35.89448780414518']",11.28,4,"[35.894753009568056, 128.53727356312186]",35.894753009568056,128.53727356312186
"['128.58089141112865', '35.90914180517059', '128.579062415107', '35.90877710000175']",17.77,4,"[35.908959452586174, 128.57997691311783]",35.908959452586174,128.57997691311783
"['128.54652498715865', '35.89670499242257', '128.54438186843217', '35.89624675559232']",25.0,4,"[35.89647587400745, 128.5454534277954]",35.89647587400745,128.5454534277954
"['128.5481246012269', '35.89703692917296', '128.54652498715865', '35.89670499242257']",65.37,4,"[35.89687096079777, 128.54732479419278]",35.89687096079777,128.54732479419278
"['128.5979712956956', '35.91238362158524', '128.60012598742358', '35.91280599248204']",12.43,4,"[35.91259480703364, 128.5990486415596]",35.91259480703364,128.5990486415596
"['128.5979712956956', '35.91238362158524', '128.60012598742358', '35.91280599248204']",12.43,4,"[35.91259480703364, 128.5990486415596]",35.91259480703364,128.5990486415596
"['128.5979712956956', '35.91238362158524', '128.60012598742358', '35.91280599248204']",12.43,4,"[35.91259480703364, 128.5990486415596]",35.91259480703364,128.5990486415596
"['128.5979712956956', '35.91238362158524', '128.60012598742358', '35.91280599248204']",12.43,4,"[35.91259480703364, 128.5990486415596]",35.91259480703364,128.5990486415596
"['128.58834525434202', '35.911982579574435', '128.5867066743367', '35.913275939812685']",13.94,4,"[35.91262925969356, 128.58752596433936]",35.91262925969356,128.58752596433936
"['128.58560316278547', '35.912707555098685', '128.58630984861688', '35.91111165768333']",6.48,3,"[35.911909606391006, 128.58595650570118]",35.911909606391006,128.58595650570118
"['128.58371016460183', '35.911675677285366', '128.58560316278547', '35.912707555098685']",6.61,3,"[35.912191616192025, 128.58465666369364]",35.912191616192025,128.58465666369364
"['128.58834525434202', '35.911982579574435', '128.5867066743367', '35.913275939812685']",13.94,4,"[35.91262925969356, 128.58752596433936]",35.91262925969356,128.58752596433936
"['128.58834525434202', '35.911982579574435', '128.5867066743367', '35.913275939812685']",13.94,4,"[35.91262925969356, 128.58752596433936]",35.91262925969356,128.58752596433936
"['128.58560316278547', '35.912707555098685', '128.58630984861688', '35.91111165768333']",6.48,3,"[35.911909606391006, 128.58595650570118]",35.911909606391006,128.58595650570118
"['128.58371016460183', '35.911675677285366', '128.58560316278547', '35.912707555098685']",6.61,3,"[35.912191616192025, 128.58465666369364]",35.912191616192025,128.58465666369364
"['128.58834525434202', '35.911982579574435', '128.5867066743367', '35.913275939812685']",13.94,4,"[35.91262925969356, 128.58752596433936]",35.91262925969356,128.58752596433936
"['127.17617033885571', '36.90344958676406', '127.17459376852821', '36.902864689035404']",25.0,4,"[36.90315713789973, 127.17538205369196]",36.90315713789973,127.17538205369196
"['127.17617033885571', '36.90344958676406', '127.17459376852821', '36.902864689035404']",25.0,4,"[36.90315713789973, 127.17538205369196]",36.90315713789973,127.17538205369196
"['127.17617033885571', '36.90344958676406', '127.17459376852821', '36.902864689035404']",25.0,4,"[36.90315713789973, 127.17538205369196]",36.90315713789973,127.17538205369196
"['127.17617033885571', '36.90344958676406', '127.17459376852821', '36.902864689035404']",25.0,4,"[36.90315713789973, 127.17538205369196]",36.90315713789973,127.17538205369196
"['127.18906164579217', '36.9237739027373', '127.18913140574408', '36.92557587896898']",44.39,4,"[36.92467489085314, 127.18909652576812]",36.92467489085314,127.18909652576812
"['127.18930076744925', '36.93353012172279', '127.18934639377383', '36.935332632672214']",65.27,4,"[36.9344313771975, 127.18932358061154]",36.9344313771975,127.18932358061154
"['127.18226565064444', '36.95500622090512', '127.18106902666244', '36.956532041865835']",5.92,3,"[36.95576913138548, 127.18166733865344]",36.95576913138548,127.18166733865344
"['127.18346189365035', '36.95348021725616', '127.18226565064444', '36.95500622090512']",6.17,3,"[36.95424321908064, 127.18286377214739]",36.95424321908064,127.18286377214739
"['127.17903706733793', '36.95904692969531', '127.17780687426749', '36.96055547156344']",6.52,3,"[36.95980120062937, 127.1784219708027]",36.95980120062937,127.1784219708027
"['127.18906164579217', '36.9237739027373', '127.18913140574408', '36.92557587896898']",44.39,4,"[36.92467489085314, 127.18909652576812]",36.92467489085314,127.18909652576812
"['127.18930076744925', '36.93353012172279', '127.18934639377383', '36.935332632672214']",65.27,4,"[36.9344313771975, 127.18932358061154]",36.9344313771975,127.18932358061154
"['127.18906164579217', '36.9237739027373', '127.18913140574408', '36.92557587896898']",44.39,4,"[36.92467489085314, 127.18909652576812]",36.92467489085314,127.18909652576812
"['127.18930076744925', '36.93353012172279', '127.18934639377383', '36.935332632672214']",65.27,4,"[36.9344313771975, 127.18932358061154]",36.9344313771975,127.18932358061154
"['127.18226565064444', '36.95500622090512', '127.18106902666244', '36.956532041865835']",5.92,3,"[36.95576913138548, 127.18166733865344]",36.95576913138548,127.18166733865344
"['127.18346189365035', '36.95348021725616', '127.18226565064444', '36.95500622090512']",6.17,3,"[36.95424321908064, 127.18286377214739]",36.95424321908064,127.18286377214739
"['127.17903706733793', '36.95904692969531', '127.17780687426749', '36.96055547156344']",6.52,3,"[36.95980120062937, 127.1784219708027]",36.95980120062937,127.1784219708027
"['127.18906164579217', '36.9237739027373', '127.18913140574408', '36.92557587896898']",44.39,4,"[36.92467489085314, 127.18909652576812]",36.92467489085314,127.18909652576812
"['127.18930076744925', '36.93353012172279', '127.18934639377383', '36.935332632672214']",65.27,4,"[36.9344313771975, 127.18932358061154]",36.9344313771975,127.18932358061154
"['127.17308209383583', '36.83225199809236', '127.17241037894003', '36.8312937391364']",25.27,4,"[36.83177286861438, 127.17274623638792]",36.83177286861438,127.17274623638792
"['127.17410344475006', '36.83385163150387', '127.17308209383583', '36.83225199809236']",25.93,4,"[36.83305181479811, 127.17359276929295]",36.83305181479811,127.17359276929295
"['127.18703138303967', '36.8701521387289', '127.18683998538901', '36.868953561044485']",37.42,4,"[36.86955284988669, 127.18693568421435]",36.86955284988669,127.18693568421435
"['127.18872701388582', '36.880883217099075', '127.18842666569454', '36.87909654349347']",5.83,3,"[36.87998988029627, 127.18857683979019]",36.87998988029627,127.18857683979019
"['127.17308209383583', '36.83225199809236', '127.17241037894003', '36.8312937391364']",25.27,4,"[36.83177286861438, 127.17274623638792]",36.83177286861438,127.17274623638792
"['127.17410344475006', '36.83385163150387', '127.17308209383583', '36.83225199809236']",25.93,4,"[36.83305181479811, 127.17359276929295]",36.83305181479811,127.17359276929295
"['127.18703138303967', '36.8701521387289', '127.18683998538901', '36.868953561044485']",37.42,4,"[36.86955284988669, 127.18693568421435]",36.86955284988669,127.18693568421435
"['127.17308209383583', '36.83225199809236', '127.17241037894003', '36.8312937391364']",25.27,4,"[36.83177286861438, 127.17274623638792]",36.83177286861438,127.17274623638792
"['127.17410344475006', '36.83385163150387', '127.17308209383583', '36.83225199809236']",25.93,4,"[36.83305181479811, 127.17359276929295]",36.83305181479811,127.17359276929295
"['127.18703138303967', '36.8701521387289', '127.18683998538901', '36.868953561044485']",37.42,4,"[36.86955284988669, 127.18693568421435]",36.86955284988669,127.18693568421435
"['127.18872701388582', '36.880883217099075', '127.18842666569454', '36.87909654349347']",5.83,3,"[36.87998988029627, 127.18857683979019]",36.87998988029627,127.18857683979019
"['127.17308209383583', '36.83225199809236', '127.17241037894003', '36.8312937391364']",25.27,4,"[36.83177286861438, 127.17274623638792]",36.83177286861438,127.17274623638792
"['127.17410344475006', '36.83385163150387', '127.17308209383583', '36.83225199809236']",25.93,4,"[36.83305181479811, 127.17359276929295]",36.83305181479811,127.17359276929295
"['127.18703138303967', '36.8701521387289', '127.18683998538901', '36.868953561044485']",37.42,4,"[36.86955284988669, 127.18693568421435]",36.86955284988669,127.18693568421435
"['128.69222210660112', '35.8856079477302', '128.69396566401446', '35.88583413940013']",28.61,4,"[35.88572104356517, 128.6930938853078]",35.88572104356517,128.6930938853078
"['128.69222210660112', '35.8856079477302', '128.69396566401446', '35.88583413940013']",28.61,4,"[35.88572104356517, 128.6930938853078]",35.88572104356517,128.6930938853078
"['128.69222210660112', '35.8856079477302', '128.69396566401446', '35.88583413940013']",28.61,4,"[35.88572104356517, 128.6930938853078]",35.88572104356517,128.6930938853078
"['128.69222210660112', '35.8856079477302', '128.69396566401446', '35.88583413940013']",28.61,4,"[35.88572104356517, 128.6930938853078]",35.88572104356517,128.6930938853078
"['129.1256145529252', '35.55945161500383', '129.12602526821644', '35.5603908668803']",24.74,4,"[35.55992124094206, 129.12581991057084]",35.55992124094206,129.12581991057084
"['129.1256145529252', '35.55945161500383', '129.12602526821644', '35.5603908668803']",27.02,4,"[35.55992124094206, 129.12581991057084]",35.55992124094206,129.12581991057084
"['129.1256145529252', '35.55945161500383', '129.12602526821644', '35.5603908668803']",26.97,4,"[35.55992124094206, 129.12581991057084]",35.55992124094206,129.12581991057084
"['129.1256145529252', '35.55945161500383', '129.12602526821644', '35.5603908668803']",24.33,4,"[35.55992124094206, 129.12581991057084]",35.55992124094206,129.12581991057084
"['129.12058933215317', '35.548429818330995', '129.1199567736934', '35.547557060277164']",10.37,3,"[35.54799343930408, 129.12027305292327]",35.54799343930408,129.12027305292327
"['129.12134603132762', '35.549432024600506', '129.12058933215317', '35.548429818330995']",38.26,4,"[35.548930921465754, 129.1209676817404]",35.548930921465754,129.1209676817404
"['129.12058933215317', '35.548429818330995', '129.1199567736934', '35.547557060277164']",10.37,4,"[35.54799343930408, 129.12027305292327]",35.54799343930408,129.12027305292327
"['129.12134603132762', '35.549432024600506', '129.12058933215317', '35.548429818330995']",38.26,4,"[35.548930921465754, 129.1209676817404]",35.548930921465754,129.1209676817404
"['129.12058933215317', '35.548429818330995', '129.1199567736934', '35.547557060277164']",10.37,4,"[35.54799343930408, 129.12027305292327]",35.54799343930408,129.12027305292327
"['129.12134603132762', '35.549432024600506', '129.12058933215317', '35.548429818330995']",38.26,4,"[35.548930921465754, 129.1209676817404]",35.548930921465754,129.1209676817404
"['129.12058933215317', '35.548429818330995', '129.1199567736934', '35.547557060277164']",10.37,4,"[35.54799343930408, 129.12027305292327]",35.54799343930408,129.12027305292327
"['129.12134603132762', '35.549432024600506', '129.12058933215317', '35.548429818330995']",38.26,4,"[35.548930921465754, 129.1209676817404]",35.548930921465754,129.1209676817404
"['129.12847433762101', '35.56301012437344', '129.12920858151003', '35.564600054645226']",6.91,3,"[35.56380508950933, 129.12884145956554]",35.56380508950933,129.12884145956554
"['129.12847433762101', '35.56301012437344', '129.12920858151003', '35.564600054645226']",6.91,3,"[35.56380508950933, 129.12884145956554]",35.56380508950933,129.12884145956554
"['127.02452522338886', '37.487643147092136', '127.02388669536033', '37.48937255104937']",8.1,3,"[37.48850784907076, 127.0242059593746]",37.48850784907076,127.0242059593746
"['127.02259044654242', '37.492826797128146', '127.0221321122749', '37.49402989915472']",8.37,3,"[37.493428348141435, 127.02236127940867]",37.493428348141435,127.02236127940867
"['127.02452522338886', '37.487643147092136', '127.02388669536033', '37.48937255104937']",8.1,3,"[37.48850784907076, 127.0242059593746]",37.48850784907076,127.0242059593746
"['127.02259044654242', '37.492826797128146', '127.0221321122749', '37.49402989915472']",8.37,3,"[37.493428348141435, 127.02236127940867]",37.493428348141435,127.02236127940867
"['127.02452522338886', '37.487643147092136', '127.02388669536033', '37.48937255104937']",8.1,3,"[37.48850784907076, 127.0242059593746]",37.48850784907076,127.0242059593746
"['127.02259044654242', '37.492826797128146', '127.0221321122749', '37.49402989915472']",8.37,3,"[37.493428348141435, 127.02236127940867]",37.493428348141435,127.02236127940867
"['127.02452522338886', '37.487643147092136', '127.02388669536033', '37.48937255104937']",8.1,4,"[37.48850784907076, 127.0242059593746]",37.48850784907076,127.0242059593746
"['127.02259044654242', '37.492826797128146', '127.0221321122749', '37.49402989915472']",8.37,4,"[37.493428348141435, 127.02236127940867]",37.493428348141435,127.02236127940867
"['127.02729414407602', '37.48284904962958', '127.02830043898355', '37.48371753304166']",7.09,3,"[37.483283291335624, 127.0277972915298]",37.483283291335624,127.0277972915298
"['127.02383811218291', '37.483101735767605', '127.02583879493513', '37.4823083663473']",9.75,3,"[37.48270505105745, 127.02483845355903]",37.48270505105745,127.02483845355903
"['127.02866160717744', '37.48387713713512', '127.02664142447803', '37.48464993717326']",9.8,3,"[37.48426353715419, 127.02765151582773]",37.48426353715419,127.02765151582773
"['127.02583879493513', '37.4823083663473', '127.02660173640666', '37.48147099477121']",11.26,3,"[37.48188968055925, 127.0262202656709]",37.48188968055925,127.0262202656709
"['127.02690677772163', '37.481148699667', '127.02615835892853', '37.48321460886454']",13.57,4,"[37.48218165426577, 127.02653256832508]",37.48218165426577,127.02653256832508
"['127.0256898171913', '37.48397792452791', '127.02606767141828', '37.48294520118068']",6.6,3,"[37.483461562854295, 127.02587874430479]",37.483461562854295,127.02587874430479
"['127.02729414407602', '37.48284904962958', '127.02830043898355', '37.48371753304166']",7.74,3,"[37.483283291335624, 127.0277972915298]",37.483283291335624,127.0277972915298
"['127.02866160717744', '37.48387713713512', '127.02664142447803', '37.48464993717326']",9.8,3,"[37.48426353715419, 127.02765151582773]",37.48426353715419,127.02765151582773
"['127.02383811218291', '37.483101735767605', '127.02583879493513', '37.4823083663473']",10.65,4,"[37.48270505105745, 127.02483845355903]",37.48270505105745,127.02483845355903
"['127.02583879493513', '37.4823083663473', '127.02660173640666', '37.48147099477121']",11.26,4,"[37.48188968055925, 127.0262202656709]",37.48188968055925,127.0262202656709
"['127.02690677772163', '37.481148699667', '127.02615835892853', '37.48321460886454']",14.82,4,"[37.48218165426577, 127.02653256832508]",37.48218165426577,127.02653256832508
"['127.02729414407602', '37.48284904962958', '127.02830043898355', '37.48371753304166']",7.73,3,"[37.483283291335624, 127.0277972915298]",37.483283291335624,127.0277972915298
"['127.02866160717744', '37.48387713713512', '127.02664142447803', '37.48464993717326']",9.8,3,"[37.48426353715419, 127.02765151582773]",37.48426353715419,127.02765151582773
"['127.02383811218291', '37.483101735767605', '127.02583879493513', '37.4823083663473']",10.63,4,"[37.48270505105745, 127.02483845355903]",37.48270505105745,127.02483845355903
"['127.02583879493513', '37.4823083663473', '127.02660173640666', '37.48147099477121']",11.26,4,"[37.48188968055925, 127.0262202656709]",37.48188968055925,127.0262202656709
"['127.02690677772163', '37.481148699667', '127.02615835892853', '37.48321460886454']",14.8,4,"[37.48218165426577, 127.02653256832508]",37.48218165426577,127.02653256832508
"['127.0256898171913', '37.48397792452791', '127.02606767141828', '37.48294520118068']",6.6,3,"[37.483461562854295, 127.02587874430479]",37.483461562854295,127.02587874430479
"['127.02729414407602', '37.48284904962958', '127.02830043898355', '37.48371753304166']",6.97,3,"[37.483283291335624, 127.0277972915298]",37.483283291335624,127.0277972915298
"['127.02383811218291', '37.483101735767605', '127.02583879493513', '37.4823083663473']",9.59,4,"[37.48270505105745, 127.02483845355903]",37.48270505105745,127.02483845355903
"['127.02866160717744', '37.48387713713512', '127.02664142447803', '37.48464993717326']",9.8,4,"[37.48426353715419, 127.02765151582773]",37.48426353715419,127.02765151582773
"['127.02583879493513', '37.4823083663473', '127.02660173640666', '37.48147099477121']",11.26,4,"[37.48188968055925, 127.0262202656709]",37.48188968055925,127.0262202656709
"['127.02690677772163', '37.481148699667', '127.02615835892853', '37.48321460886454']",13.35,4,"[37.48218165426577, 127.02653256832508]",37.48218165426577,127.02653256832508
"['127.03367323985276', '37.46995838209734', '127.03503783518445', '37.46852075690119']",8.01,3,"[37.469239569499265, 127.0343555375186]",37.469239569499265,127.0343555375186
"['127.03503783518445', '37.46852075690119', '127.03640237812593', '37.467083115245615']",9.15,3,"[37.4678019360734, 127.03572010665519]",37.4678019360734,127.03572010665519
"['127.03640237812593', '37.467083115245615', '127.03776686868166', '37.46564545713304']",14.7,4,"[37.46636428618933, 127.03708462340379]",37.46636428618933,127.03708462340379
"['127.0300679736197', '37.47384839632078', '127.03137597929127', '37.47237842467044']",14.98,4,"[37.473113410495614, 127.03072197645548]",37.473113410495614,127.03072197645548
"['127.03230859212634', '37.47139599083159', '127.03367323985276', '37.46995838209734']",28.05,4,"[37.470677186464464, 127.03299091598956]",37.470677186464464,127.03299091598956
"['127.02900435588398', '37.47543435060685', '127.0300679736197', '37.47384839632078']",6.77,3,"[37.47464137346381, 127.02953616475185]",37.47464137346381,127.02953616475185
"['127.02660173640666', '37.48147099477121', '127.02693328510894', '37.48058194310586']",6.99,3,"[37.48102646893854, 127.0267675107578]",37.48102646893854,127.0267675107578
"['127.03367323985276', '37.46995838209734', '127.03503783518445', '37.46852075690119']",8.01,3,"[37.469239569499265, 127.0343555375186]",37.469239569499265,127.0343555375186
"['127.03503783518445', '37.46852075690119', '127.03640237812593', '37.467083115245615']",9.15,3,"[37.4678019360734, 127.03572010665519]",37.4678019360734,127.03572010665519
"['127.03640237812593', '37.467083115245615', '127.03776686868166', '37.46564545713304']",14.7,4,"[37.46636428618933, 127.03708462340379]",37.46636428618933,127.03708462340379
"['127.0300679736197', '37.47384839632078', '127.03137597929127', '37.47237842467044']",14.98,4,"[37.473113410495614, 127.03072197645548]",37.473113410495614,127.03072197645548
"['127.03230859212634', '37.47139599083159', '127.03367323985276', '37.46995838209734']",28.05,4,"[37.470677186464464, 127.03299091598956]",37.470677186464464,127.03299091598956
"['127.03367323985276', '37.46995838209734', '127.03503783518445', '37.46852075690119']",8.01,3,"[37.469239569499265, 127.0343555375186]",37.469239569499265,127.0343555375186
"['127.03503783518445', '37.46852075690119', '127.03640237812593', '37.467083115245615']",9.15,3,"[37.4678019360734, 127.03572010665519]",37.4678019360734,127.03572010665519
"['127.03640237812593', '37.467083115245615', '127.03776686868166', '37.46564545713304']",14.7,4,"[37.46636428618933, 127.03708462340379]",37.46636428618933,127.03708462340379
"['127.0300679736197', '37.47384839632078', '127.03137597929127', '37.47237842467044']",14.98,4,"[37.473113410495614, 127.03072197645548]",37.473113410495614,127.03072197645548
"['127.03230859212634', '37.47139599083159', '127.03367323985276', '37.46995838209734']",28.05,4,"[37.470677186464464, 127.03299091598956]",37.470677186464464,127.03299091598956
"['127.02900435588398', '37.47543435060685', '127.0300679736197', '37.47384839632078']",6.77,3,"[37.47464137346381, 127.02953616475185]",37.47464137346381,127.02953616475185
"['127.02660173640666', '37.48147099477121', '127.02693328510894', '37.48058194310586']",6.99,3,"[37.48102646893854, 127.0267675107578]",37.48102646893854,127.0267675107578
"['127.03367323985276', '37.46995838209734', '127.03503783518445', '37.46852075690119']",8.01,4,"[37.469239569499265, 127.0343555375186]",37.469239569499265,127.0343555375186
"['127.03503783518445', '37.46852075690119', '127.03640237812593', '37.467083115245615']",9.15,4,"[37.4678019360734, 127.03572010665519]",37.4678019360734,127.03572010665519
"['127.03640237812593', '37.467083115245615', '127.03776686868166', '37.46564545713304']",14.7,4,"[37.46636428618933, 127.03708462340379]",37.46636428618933,127.03708462340379
"['127.0300679736197', '37.47384839632078', '127.03137597929127', '37.47237842467044']",14.98,4,"[37.473113410495614, 127.03072197645548]",37.473113410495614,127.03072197645548
"['127.03230859212634', '37.47139599083159', '127.03367323985276', '37.46995838209734']",28.05,4,"[37.470677186464464, 127.03299091598956]",37.470677186464464,127.03299091598956
"['127.1063107641803', '37.235594169877835', '127.10674523988821', '37.23382516884896']",13.46,4,"[37.2347096693634, 127.10652800203425]",37.2347096693634,127.10652800203425
"['127.10674523988821', '37.23382516884896', '127.10708722223295', '37.2320479824564']",6.69,3,"[37.23293657565268, 127.10691623106058]",37.23293657565268,127.10691623106058
"['127.1063107641803', '37.235594169877835', '127.10674523988821', '37.23382516884896']",13.46,4,"[37.2347096693634, 127.10652800203425]",37.2347096693634,127.10652800203425
"['127.1063107641803', '37.235594169877835', '127.10674523988821', '37.23382516884896']",13.46,4,"[37.2347096693634, 127.10652800203425]",37.2347096693634,127.10652800203425
"['127.10674523988821', '37.23382516884896', '127.10708722223295', '37.2320479824564']",6.69,3,"[37.23293657565268, 127.10691623106058]",37.23293657565268,127.10691623106058
"['127.1063107641803', '37.235594169877835', '127.10674523988821', '37.23382516884896']",13.46,4,"[37.2347096693634, 127.10652800203425]",37.2347096693634,127.10652800203425
"['127.10269133035273', '37.264915459421154', '127.10275381857394', '37.265565385072556']",9.48,3,"[37.265240422246855, 127.10272257446334]",37.265240422246855,127.10272257446334
"['127.10077683230813', '37.268988839181766', '127.10188504277556', '37.26782182055542']",9.86,3,"[37.26840532986859, 127.10133093754185]",37.26840532986859,127.10133093754185
"['127.09494816262333', '37.270957285395355', '127.0927046705244', '37.271139680220806']",17.68,4,"[37.271048482808084, 127.09382641657386]",37.271048482808084,127.09382641657386
"['127.09649596641901', '37.270961845363836', '127.09494816262333', '37.270957285395355']",18.73,4,"[37.2709595653796, 127.09572206452117]",37.2709595653796,127.09572206452117
"['127.10228201237645', '37.267476142847826', '127.1044126637777', '37.26689855183951']",19.18,4,"[37.267187347343665, 127.10334733807707]",37.267187347343665,127.10334733807707
"['127.10065915188764', '37.26926299927233', '127.1003218515276', '37.269570439580406']",38.62,4,"[37.26941671942637, 127.10049050170761]",37.26941671942637,127.10049050170761
"['127.10233017536363', '37.26839179476276', '127.1001691844027', '37.27031474005627']",39.83,4,"[37.269353267409514, 127.10124967988317]",37.269353267409514,127.10124967988317
"['127.1003218515276', '37.269570439580406', '127.1000998169364', '37.26977446886606']",57.93,4,"[37.26967245422323, 127.100210834232]",37.26967245422323,127.100210834232
"['127.09989126240444', '37.269807681648565', '127.10010791745822', '37.26959997191051']",224.01,4,"[37.26970382677953, 127.09999958993133]",37.26970382677953,127.09999958993133
"['127.10511983930022', '37.266662346704074', '127.10537454297099', '37.266484338749024']",361.54,4,"[37.266573342726545, 127.1052471911356]",37.266573342726545,127.1052471911356
